Index,Content,Emotion
1285,"să notăm , cu optimism , în ciuda vremii de afară , că , peste un timp , vine și primăvară . nu mai ( chiar așa de ) mult ... doar câteva luni și gata :)",Bucurie
1286,Reteta zilei : Spaghete cu sos de rosii si dovlecei sote,Neutru
1287,Un sfert din câmpurile patriei suferă :,Tristete
1288,"Caz șocant în Iași ! de gelozie , un a dat cu mașina peste soția lui ...",Furie
1289,""" Ne aducem aminte că suntem Rapid ! "" , euforic după victoria cu UTA : "" Ne -am recâştigat mândria """,Bucurie
1290,Cu regret vă anunț că anul ăsta nu am ajuns la mare de 1 mai .,Tristete
1291,"... singularul neutru Paște și , de aici , pluralul Paști .   contemporane ( 1957 ) mergea pe această linie ( Paști - subst . fem . pl . , Paște - subst . neutru sg . cu pluralul Paști ) .",Neutru
1292,"Dacă erai pe scaun , cu gura deschisă și freza -n gură , și îi suna dentistului alarma aia ? ? ?",Frica
1293,asa reactioneaza un tata indurerat nu razbunare,Tristete
1294,"REVOLTĂTOR ! Un , surprins în timp ce amenință o familie că își lasă câinele agresiv în ei -",Furie
1295,"doar experimentind suferința . Iar suferinta trebuie înfruntare .   Cei care fug de , sau   i- ai plîng de milă ,   cu siguranță vor pierde lupta   ErkanMeriç",Tristete
1296,"  încerc cu AirDroid , l- am folosit mai demult . Acum nu mai am chef , m- am enervat destul .",Furie
1297,"Licoare domnească , mâncare aleasă şi cea mai neobişnuită locaţie - Land of Wine - te aşteaptă pe 29 Februarie 2020",Neutru
1298,"coronavirus . Spania intră în carantină , după ce numărul cazurilor a crescut alarmant   via",Frica
1299,din nou și din nou ALTFEL ( decît scriu majoritatea mass-media de la noi - dopate cu ignoranță și resentiment ) despre alegerile din SUA de anul acesta :,Furie
1300,Soc . Si groaza . Cade tencuiala .   Da . De zeci de ani .   Nu tre sa fim noi in pericol personal ca sa ne punem pe treaba . E problema publica . Parte din job .,Frica
1301,"  Eu nu pot să înțeleg treaba asta cu cenzura . Uite , eu nu suport tiktok -ul . Motive cunoscute și motive de securitate . Am blocat frumos domeniile tiktok din DNS -ul meu , ca și cele ale FB , instagram   ; co . Însă asta pentru că vreau eu . M",Furie
1302,"Urmează patru ani de furie penelistă în care statul și cetățeanul vor firealmente jupuiți . După ce a făcut primii pași , lovindu -se de o opoziție destul de dură , a venit rândul caPlăvanul șigașca lui mizerabilă săducă la îndeplinire cele mai negre scenarii pentru această țară",Furie
1303,Mda . Stiu ca esti frustrat ca nu ai prins ultimele modele de nike -uri la distrugerile din NY dar sper sa ai bani sa ti le cumperi din magazin ca oamenii care nu devasteaza si fura . blacknikesmatter,Furie
1304,"Rămâi activ și în perioda Sărbătorilor de Iarnă ! Fă -ți un cadou și participă împreună cu noi la Challenges   Câștigă experiențe noi outdoor și rămâi în formă , printr- o modalitate distractivă ce te menține motivat .",Bucurie
1305,"  Să -ți fie de bine . 😍 Eram curioasă pentru că nu am mâncat praz niciodată . Îmi place ceapa mult , dar stomacul meu nu e de acord în ultimii ani",Neutru
1306,"Weber , semnal de alarma : de ce vrea M.A.I. datele de sanatate ale romanilor ?",Frica
1307,Igor Dodon NEDUMERIT și INDIGNAT de noua componență a CSS numită de Maia   Sandu,Furie
1308,Teamă și îngrijorare la Carnavalul de la Veneția . Numărul a scăzut din cauza virusului ucigaș -,Frica
1309,"L- am găsit , l- am plăcut , l- am   retransmis",Bucurie
1310,Regret prietene că nu pot să ajut nu am grupa 0 ! Sper să găsești !,Tristete
1311,Taci in mortii tai de pizda penala ca nu stii boaba de engleza in cristosu ma-tii de ofensata drecu,Furie
1312,"Frigidere , butelii de aragaz , materiale de construcții și măști sanitare - peisaj dezolant pe litoral",Tristete
1313,"Este întotdeauna o plăcere când un client satisfăcut ne trimite fotografii cu rezultatul muncii sale - aici , o scula emboss utilizată la trepte anti-alunecare . smtechsrl",Bucurie
1314,"  Știam ! Așa este ! Dovada idioțeniei acestui popor ! Or mai fi și alții tâmpiti .. dar sa exporți grâu la preț de nimic , ca să imporți atâta amar de pâine ( nu 1-2 TIRuri)asta înseamnă să fii tâmpit .   Și mai și irosești mili",Furie
1315,"În 1922 , în New York a izbucnit o revoltă din cauza unei dispute despre dacă este acceptabil să porți o pălărie de paie după data de 15 Septembrie .   S- au schimbat un pic problemele care ne înfurie ...",Furie
1316,"   Dar nu voi nega ce au simțit mulți romani din partea ungurilor cum nu voi nega nici ceea ce au simțit ungurii din partea romanilor . Este cam încurcată treaba . Dacă văd ceva nasol , dau share de la ambele părți ptr c",Tristete
1317,"  25 Dar din cauza păcatului și a bisericilor , știți că lumea va suferii din ce în ce mai mult . Și se va întâmpla , ca omului ii va fi frica sa mai dea mâna cu sau ca nu cumva sa ia vreo boala . vor merge fără să se",Frica
1318,"  Skrrrr , mă fut în florile tale Yea yea yea",Furie
1319,Binecuvântat cel ce vine în numele,Bucurie
1320,la furie,Furie
1321,am făcut pentru prima dată mămăligă și mi- a ieșit super 👀 wife me up,Bucurie
1322,"  niciodată nu am mâncat ciocolata rom , numai înghețată",Neutru
1323,"Digi Sport : Cum arată acum Donbass Arena , stadionul de 400 milioane abandonat de Șahtior după bombarda - HotNews  ",Neutru
1324,"   Țin minte , când am stat în Iași , i- am zis unui tip că nu -i ok să scuipe pe stradă . Era cât pe ce să -mi iau una . Atât de mult m- a frustrat gestul lui încât nu pot să uit toată întâmplarea .",Furie
1325,"O explicaţie pentru toată   această recrudescenţă : prestaţia dezolantă anoului alSUA la Bucureşti domnul . , în carene pusesem atâtea speranţe că îl va reprezenta cuonestitate pe preş . republican , că va înfiera abuzurile anterioare din justiţia ro .",Tristete
1326,"Bună dimineața , ! Multă sănătate ! Un zâmbet , o glumă , o veste bună ne pot ajuta să profităm din plin de o nouă zi frumoasă de august , dar să nu uităm să ne protejăm de coronavirus și de caniculă , dacă vrem ca totul să fie așa cum ne dorim !",Bucurie
1327,"Un din sectorul Botanica arată ca în filmele de groază .   ; quot;E dezastru , iar cân ... -",Frica
1328,Tragedie la Buiucani : Un a decedat după ce a căzut de la etajul 6 al unui bloc aflat în contrucție,Tristete
1329,Biblioteca Națională a Republicii Moldova vă invită la Expoziția - eveniment “ PATRIMONIU ȘI EDUCAȚIE : SĂ ÎNVĂȚĂM PENTRU VIAȚĂ ” |,Neutru
1330,Voi nu intelegeti in ce hal tremur coaie in ce tara traiesc as pula in ea tara,Frica
1331,O seară plăcută și noapte bună !,Bucurie
1332,Confruntări cu poliția și jafuri au izbucnit duminică în mai multe orașe din Olanda .,Furie
1333,Nunta in Moldova ( COLAJ CU MUZICA DE NUNTA )   via,Neutru
1334,că a trimis o scrisoare din Italia în cazul Săvulescu : „ Sunt mâhnit ”   news stiri romania,Tristete
1335,Pop ăsta e complet tâmpit .,Furie
1336,Scenariu de groază la nivel mondial ! au anunțat ce urmează să se întâmple în toată   lumea,Frica
1337,Chinuite de animale in doua picioare “ cu gandire raționala ” . Cat de trist ... 😐,Tristete
1338,Legea 5G ar putea fi aprobată azi de guvern : Implicaţii majore pentru economia românească -,Neutru
1339,Noi tensiuni au izbucnit între SUA și Turcia după ce Statele Unite au aplicat sancțiuni pentru achiziționarea sistemului rus de apărare antiaeriană S- 400 .,Furie
1340,... unii vor zice pai Elon Musk a castigat miliarde acum in pandemie ... da dar a castigat pe baza succesului programului spatial si a Tesla ... deci fata legatura cu Covitul .. zic si eu ..,Neutru
1341,"Soț violent , arestat preventiv după ce și- a agresat în mod repetat consoarta",Furie
1342,Anunțul care ne dă : Noul tip de coronavirus este de 10 ori mai letal ! ...,Frica
1343,Distracție maximă atât pentru cei mici cât și pentru cei mari ! Petrece o zi plină de distracții și amuzament la Alanya Aqua Park Okurcalar !,Bucurie
1344,SpaceX devine prima companie privată care a lansat astronauți NASA în spațiu,Neutru
1345,"  , am fost de trei ori",Bucurie
1346,"Ma uit in oglinda , îmi văd reflecția .   Și mă doare când îmi citesc expresia ochilor . Poate voi ajunge în ziua când îmi voi vedea ochii sclipind , poate introduce zi voi vedea mândrie și fericire acolo , nu doar anxietate , dezamăgire , pustietate și sticla .",Frica
1347,Cred că și pe mine ma Paște de poimâine . Sînt în depresie deja . 🤬,Tristete
1348,mort în urma unui groaznic accident de circulaţie produs în Italia   stiri romania Observator,Frica
1349,"Există discuții , există păreri , înverșunare . Multă înverșunare , alb sau negru . “ Nu ești cu noi înseamnă că ești împotriva noastra . ” Hai să încercam să nu mai etichetam pe cel de lângă . Hai să fim mai toleranți , mai buni , mai îngăduitori . Hai să fim iarăși .",Furie
1350,"Guvernul , , miliția și armata ieșită la intimidare sunt inamicii mei . Împotriva lor am dreptul moral sa ma revolt ori sa rezist asa cum pot . Starea asta de urgenta cu încălcarea drepturilor și blocarea economiei pe motiv de viroza sunt , în opinia mea , TRĂDARE DE TARA .",Frica
1351,"„ Sunt frații noștrii români . Să -i primim așadar cu brațele deschise . Nu avem dreptul să le trântim ușa în nas la necaz ” , au declarat rând pe rând oamenii de decizie de la București . Cu chiu cu vai , unii dintre aceștia , destul de mulți , au putut fi introduși în carantină",Tristete
1352,"este ironizat de hoitniuz pentru că recomandase gargara cu țuică pentru combaterea Covid . Tot ieri , și UMDigi24 ne anunțau că ceapa roșie ucide covidul . Bine mă , io le combin . Țuică , ceapă roșie și slabă . Muie .",Furie
1353,Emoționant ! Asistentele eroine de la Spitalul „ Victor Babeș ” au transmis cel mai frumos mesaj de mulțumire,Bucurie
1354,"sincer m am saturat sa fiu alături de mei mereu si sa ii ascult si tot ei sa zica cat se plang "" nimeni nu ma asculta , nimeni nu ma baga in seama , nimeni nu ma sustine in timp ce eu sunt aici pentru toată lumea "" m am săturat doar",Tristete
1355,Povești de groază despre coronavirus . Cum descriu boala cei care au   supraviețuit,Frica
1356,"tema poeziei o constituie condiția creatorului într- o societ . lipsită de aspirații și artificială , cond . mascată de singurătate , fapt care generează o stare de angoasă în raport cu cele 2 experiențe capitale ale existenței umane : iubirea și moartea",Frica
1357,"Prin eforturi comune putem găsi soluții pentru ca europeni să fie protejați de pandemia de , iar perspectiva rapidă a unui vaccin ne dă astăzi speranțe . Încrederea și solidaritatea europeană ne oferă forța necesară să reclădim normalitatea . EUCO",Neutru
1358,Strigătul unei mame îndurerate,Tristete
1359,"          Da sunt bucuroasa , am gasit deosebiti dar diferiti si toti au o poveste frumoasa care le demonstreaza bun . Daca nu as fi asa oc",Bucurie
1360,mi- ai binecuvantat aceasta minunata zi de duminica,Bucurie
1361,"PS   Ca pozitie , ca locatie , fata de Piata Spaniei , Gaita , vei avea o surpriza , unde se afla , resedinta de vara a lui . E departe tare , nu -i la doi pasi .",Neutru
1362,"  Ce sa spun ? eu am sa -ti dau din exemplu personal care nu e obligatoriu sa fie bun pt toti , eu am ajuns prin anii ` 90 de la 85 kg la 59 kg in 9 luni si am mancat orice se poate manca cu conditia sa nu fie preparat termic .",Neutru
1363,am citit zuleiha   deschide ochii . foarte mult mi a plăcut . are doamna un scris uluitor . așteptăm volgăi .,Bucurie
1364,"SUA , “ indignate ” de condamnarea în Rusia a fostului puşcaş pentru spionaj",Furie
1365,"  dacă te gîndești cîte firme sînt preluate partial sau majoritar de chinezi , chiar că te apucă damblaua . iar cu etichetele „ made in romania ” .. știi că și alea -s făcute tot în china , da ?",Furie
1366,Ce simpatic ! Dar a uitat de rugaciunea de seara . Nu e caine credincios .,Bucurie
1367,Unii n au mancat suficient usturoi,Neutru
1368,", reactie dupa ce a pierdut alegerile pentru functia de presedinte al CJ Neamt : "" Sunt mahnit ca nu toti au avut increderea ca se poate castiga """,Tristete
1369,"Imi scrie un din spital , internat cu covid19 : "" Bro , e groaznic , nici nu stii ce simptome nasoale ai . Dureri permanente , febra permanenta , mai nasol ca cea mai nasoala gripa pe care ti- o poti inchipui """,Tristete
1370,"Gruparea teroristă Stat Islamic a revendicat dublul atac sinucigaş din Bagdad , soldat cu 32 de morţi și 110  ",Frica
1371,Pai .. adica putem doar duce pamantul nostru acolo ... fara sa oprim la han peste noapte la un gulas ? Pfft . Incep sa cred ca nu sunt cei mai simpatici vecini ai nostri . Zau .,Bucurie
1372,"  Cât de ipocriți sunt unii din USR . I- au forțat demisia din partidul făcut de el , s- au făcut că -l susțin la primărie și acum îl critică că laudă partidul care i- a oferit sprijin . Doar să facă scandal . Unii din ei au mai fost la guv",Furie
1373,"  te rog nu da fce .... sincer   nu mai stiu cat este pretul acum dar eu efectiv am platit 600 de lei doar sa atest ca stiu basically cateva in engleza . dar te inteleg cu teama pe care o ai , i was there dar atata timp cat ai lucrat cat d",Frica
1374,"   Da , știu interviul ... nu știu ce mai caută Arafat in viața noastră publică , nu înțeleg de ce l- au mai păstrat liberalii pe post ... Eu am o dambla la Arafat din ianuarie 2012 când a blocat legea sănătății și fraierii",Furie
1375,Muzicianul Igor Levit va cânta la pian 20 de ore pentru a trage un semnal de alarmă asupra situaţiei artiştilor,Frica
1376,"La NOUA , probabil cel mai bun restaurant românesc   modern  ",Neutru
1377,bravo lui .... dar cum romanul e turbat si nebun si nu -i pasa de consecinte ... de,Furie
1378,"  Ăsta într-adevăr i- un model de curvă liberală : mincinos , ipocrit , uns cu toate alifiile , gata să -l dea și pe tat-su -n gât numa ' să -i meargă lui bine . Ce mai , e ceva mai rău ca un câine turbat și mai spurcat ca un vierme de c �",Furie
1379,Depistat de jandarmi având asupra sa mai multe pliculeţe cu fragmente vegetale,Neutru
1380,"  Pe nu dau doi bani ! ! O mincinoasă , o javră pe lista de plată swartz ( soros), .. o jigodie manipulatoare ! ! O parașută .. ! !",Furie
1381,sari in cadillac fato haide sa punem niste mile pe orice ai vrea doar ca sa pun un zambet pe tine o baby meriti tot si iti voi da tot ce .   bijuuri de aur stralucind atat de puternic sampanie cu capsuni pe gheata din fericire pentru tine asta imi place asta imi pl,Bucurie
1382,"Alarmant : 50 de și- au pierdut viața pe șoselele din Bihor , în 2019",Frica
1383,"Sunt mâhnit de faptul că un subiect declarat bolnav Covid , nu poate intra in posesia documentelor . Imagineaza -ți : iți faci analizele la Polimed , ceri rezultatul, ... ești refuzat ! Apoi aflii de la medicul de familie ca nu ești în baza de date bolnavi Covid . Dar poliția te păzește !",Tristete
1384,"  Fii pe faza , inghite aer legit , asta o sa iti desfunde urechea , daca nu merge asculta muzica tare sau altfel nu o mai baga in seama si gandeste -te ca esti bine",Neutru
1385,"Dc in plm cand sunt concentrata la chimie trebuie sa imi vina tot felul de amintiri neplacute , creierule esti ok ? ? ?",Tristete
1386,Spune -mi cati au protestat si cati au fost agresivi si iti spun cat de agresiva si violenta e miscarea blm .   Ah si in Murica de azi totul e de stanga fiind o oligarhie de vreo 30 de ani .    Ai auzit de termenul,Furie
1387,E absolut cumplit . Nu îmi imaginez ce poate fi in sufletul lor . Nu îmi imaginez atâta durere . Multa putere și multă sănătate îți doresc 😔 😔 😔,Tristete
1388,mă face să mă simt iubit și special,Bucurie
1389,"  Pe lângă mâncat , mai bei și un pahar de vin",Neutru
1390,si pe mineeeeee doamne daca puneau la 5 normal stateam si eu doua ore maxim BA DAR PATRU ? ma fut pe ea de scoala poate ii zic ca mi- a cazut netul,Furie
1391,Accident tragic la Dondușeni . Un de 44 a decedat după ce mașina în care se afla s- a rostogolit într- o curbă,Tristete
1392,Nasol . Sper măcar că erau bune . Așa dau găurile mai repede și nu huruie degeaba . Coșmarul e mai scurt .,Tristete
1393,"O pisică deprimată pe Facebook : "" Viețile mele n- au niciun sens "" ...",Tristete
1394,"  Mare -i grădina Ta Doamne .... La asta chiar nu ma așteptam . Sa -i întrebe cineva , de unde au resurse pentru așa ceva . Acum nici o luna , era mare scandal cu șomeri și muritori de foame , acum au burților pline de ies sa militeze ptr ocauza c",Furie
1395,"   Serious ? Ce bucuroasă sunt , joc la lotto ...",Bucurie
1396,"😜 "" PE- SE- DE ! "" Replica tuturor Prostilor , , in frunte cu Plavanu ' cel cretin ,   la propriile neputinte si .   Eu as fi desenat degete mijlocii , iar tapul l- as fi facut roz , asta fiind noua culoare a incasatorilor de muie , profesionisti deja .",Furie
1397,"📷 Flo   ne- a bagat in spiritul Craciunului deja de saptamani , de cand a inceput sa faca experimente macrame tematice cu fire metalice ! Au iesit cele mai simpatice ornamente de Craciun , facute manual din fire de bumbac ...",Bucurie
1398,dar sincer pana acum putin timp credeam ca se apropie toti de 30 de ani si asta ma intimida,Frica
1399,Nu vreau să fiu pozitivă ! să fiu optimistă !,Bucurie
1400,"Nefericirea vinde . Frustrarea și experiențele de viață triste atrag întotdeauna publicul . Traumele altora sunt bomboana de pe colivă , le devorăm toți .   Încerc să -mi amintesc ultimul text vesel care mi- a plăcut , și nu prea reușesc . În întregime vesel , nu haz de necaz . :)",Tristete
1401,după ce te uiți la ăsta îți va fi frică să mai dormi,Frica
1402,"West Ham se obișnuiește să aibă 3-0 în meciuri dar și să ia 2 goluri din poziția asta . Au pățit -o cu Arsenal când a venit și al 3-lea , dar și cu Wolves și azi cu Leicester . La limită , dar victorii uriașe .   📈 Note : 6.3 - 4.8 ( pauză : 5.9 - 3.5 ) MOTM : Lingard 🗑 Petarda : Fofana",Neutru
1403,"E o nenorocire legată de condiţia umană că , în ciuda dorinţei noastre de a ne conserva , ne distrugem unii pe alţii cu mânie şi sminteală .",Furie
1404,Optimist că va face lucruri mari ...,Bucurie
1405,Un este la fel de nefericit precum gândeşte că este . Seneca,Tristete
1406,"Umflarea picioarelor , semnal de alarma",Frica
1407,"Trăiește în prezent , nu în trecut și nici în viitor . Profită de fiecare clipă și de fiecare eveniment din viața ta . Avem doar o singură viață și este păcat să nu profităm din plin de . Stabiliți -vă un scop și luptați să îl …  ",Neutru
1408,"Sexy-asistenta de la “ Neatza ” , singură și îngândurată după despărțirea de iubi . A trecut pe la supermarket „ să -și înece amarul ” cu … bere ...",Tristete
1409,Nu încercați să vindeți bărbaților chestii pentru by,Neutru
1410,"Noi forme de ocupare a forței de muncă    Schimbările sociale , economice și tehnologice din Europa au dat naștere unor noi forme de ocupare în Europa . Multe dintre acestea sunt foarte diferite de „ munca ” tradițională . Ele transform …",Neutru
1411,VIDEO Scene de groază în SUA . Un URIAŞ a intrat în protestatari,Frica
1412,Hai că vă e frică 😬,Frica
1413,"până ce ți se face frig , până ce îți îngheață sufletul plin de durere ... până ce nu mai ai glas să vorbești de unul singur , în pustiu .. până ce renunti , puțin câte puțin și indiferența pot răni mai rău și pot distruge mai mult decât orice cuvinte ,",Tristete
1414,Mii de trag semnale de alarmă asupra măsurilor EXAGERATE și OPRESIVE de prevenire a răspîndirii COVID   acu2020 americasfrontlinedoctors doctoripentruadevăr lucmontagnier petitie scrisoaredeschisă,Frica
1415,Cinci bărbaţi au ajuns la spital după ce s- au luat la bătaie pentru o fată - Adevărul,Neutru
1416,"  Din nefericire vă confirm că am cunoscut un asemenea sadic cu un părinte la fel de bolnav dar care din fericire nu a ajuns până acolo ... La primul nivel ,   sunt mulți ... și la maturitate ... , în preajmă ... Autoritățile , needucate",Tristete
1417,"  Melancolie — dulce melodie , Melancolie — misterios amor . Malancolie , melancolie Din armonia inimii cu dor .",Tristete
1418,"  Patru decenii am patimit din cauza tantarilor in Bucuresti si cand , in sfarsit , e liniste in sensul asta , se- apuca "" toti "" sa se planga de tantari . Ba , ai dreq ! 🤣 🤣 🤣",Furie
1419,nu inteleg cum in tara noastra romania justitia iarta un dement   care agreseaza sexual pe stada   un maniac sclerozat mintal   care ar trebui judecat   si condamnat pe viata in puscarie   ca acolo este locul   la astfel de ipocrit din tg-mures   bucuresti   rusine mare tarii noastre,Furie
1420,"Incredibil   Foarte trist !   Nepriceputi !   Raul vine din prostie si lipsa de educatie . Lacomie , prostie , incultura   si uite asa conduc si distrug toata Planeta Terra",Tristete
1421,"  În plan personal , cel mai tare mi- e teamă de locurile în care aș putea să ajung . Cred că , dacă încă nu e un iad acolo , va fi în curând .",Frica
1422,Scandal în Ploiești ! Patru s- au luat la bătaie lângă sediul jandarmeriei ...,Furie
1423,"  O seară binecuvântată îți doresc , iar visele plăcute să -ți fie împlinite! 🕊 🍀 🦋 🧚 ‍ ♂ ️",Bucurie
1424,"  e în regulă , chiar îmi place să vorbesc mai mult cu oamenii vorbind limba lor sau a mea , dar pentru neutru vorbesc engleza",Neutru
1425,"Cel mai prost show al meu a fost la Dabuleni . S- a enervat foarte tare un tip din public . Efectiv , isi iesise din pepeni .",Furie
1426,"COVID19 : Topul județelor în care coeficientul infectărilor la 14 zile , raportate la 1.000 de , este următorul : Ilfov - 8,68 , București - 6,92 , Cluj - 6,40 , Brașov - 4,97 , Timiș - 4,96 , Hunedoara - 4,49 , Constanța - 4,21 , Arad - 3,85 , Alba - 3,78 , Sibiu - 3,40 .",Neutru
1427,"  parca era .. plm , cultura mea muzica lasa de dorit",Neutru
1428,"🎵 •Ascultă muzică• 🎵   De câte ori mă simt stresată , ascult una sau două melodii pe care le îndrăgesc în mod special și brusc starea mi se schimbă radical . Devin mai optimistă , mai plină de viață .",Bucurie
1429,Family Tel : Salvați Copiii și Digi România lansează 0800.070.009 - linie gratuită pentru,Neutru
1430,"Statul român a ajuns neputincios , fapt ce- a permis străvechiului obicei carpato-danubiano-pontic să facă haz de necaz în spaţiul virtual : „ ceea ce n- au reuşit conducătorii postdecembrişti în decursul ultimelor decenii a reuşit COVID-19 în două luni de zile : să aducă românii acasă ”",Tristete
1431,exact . trece timpul prea repede si asta ma sperie dar ma si bucura in acelasi tmp si incep sa plang,Frica
1432,"Coronavirusul , bilanț alarmant : Peste 1500 de   morţi",Frica
1433,O seara frumoasa tuturor celor ce sunt aici si il iubesc pe ! erkanmeric,Bucurie
1434,Cum sa -i pun?E bulldog!E unul din cei mai recomandati caini pt copii . E agresiv doar cand miroase useristi sau purtatori de botnita . 😀,Furie
1435,", euforic după succesul din Gruia . ” Echipa a făcut diferența ! ” Ce spune despre un posibil transfer",Bucurie
1436,", Alarma ! Nici n- au intrat bine sexo-marxistii in Primaria de la 1 , si deja ii invita pe bucuresteni la procreere pe promenada verde din Sectorul 1 . 🤣 🤣 🤣 Alo ! Mi'aitza Neamtul ... Adi Papa lu ' Hagi ... ce paziti , mah ?   ✝ ️ DuamneleApareSiPlezneste 🛐",Frica
1437,De spaima au început să golească rafturile marilor magazine   -    ȘtirileZilei,Frica
1438,Cheeseburger -ul a fost prea bun încât sa mai stau la poze 😅,Bucurie
1439,"  Și totuși e pe ordinea de zi în parlament în acest moment . Vor face pași mari în acest sens , asta e clar .",Neutru
1440,"Cele mai bogate 3 femei din Parlament : 21 de terenuri , 23 case , sute de mii de euro în conturi   eveniment euro casa bijuterii teren mașină declaratie de avere locuinta",Neutru
1441,"Bună dimineața , ! Multă sănătate !   Începem săptămâna cu un zâmbet și tot zâmbind ne luăm rămas bun de la vară și de la luna august , bucurându -ne de toamnă și de bunătățile pe care ni le oferă cu generozitate ... Vremurile …",Bucurie
1442,"Șase din județul Constanța , cercetați pentru contrabandăÎn perioada 5-6 aprilie a.c. , Secției Regionale de Poliție Transporturi",Neutru
1443,"  Cind joci acasa in finala e bine sa joci ofensiv , sa sufoci adversaru . o parut a fi pe teren neutru",Neutru
1444,", mulțumiți de ajutorul de la stat : anume acești bani i- au ajutat să îndeplinească lucrările de toamnă la nivelul cuvenit -  ",Bucurie
1445,Tara cu sistem public inspaimantator de inapoiat : cazul vaccinarii de la Gaesti,Frica
1446,Vremea postului este vesela,Bucurie
1447,"   Auzeam ca lumea spala cu lichid de spalat vase . Eu ma cruceam speriata . In ce hal poti zapaci umanitatea , cat de usor ... Doamne , speram sa scapam cat mai repede si sa nu mai trecem prin asta vreodata !",Frica
1448,numumuj nu pot cred ca plang ai de lula mea,Tristete
1449,"  Bună . Cred că eşti cea mai frumoasă fată pe care am văzut -o vreodată!Şi mie îmi place muzica ta!Superwoman este cântecul meu preferat . Mi -ar plăcea să te văd în concert!Multă dragoste din Texas , SUAsf . 10084 ; 12853 ; 12815550 ; N",Bucurie
1450,Trist puiuț,Tristete
1451,Seara frumoasa și liniștită .,Bucurie
1452,"stă în zâmbet . Copilul din mine mă urmărește la orice pas . Chiar și cu barba de azi ... tot am rămas . Te iubesc . Da , pe tine ...   ❤ ❤ ❤",Bucurie
1453,"   binecuvântat plin de lumina și sănătate , adevărat a înviat !",Bucurie
1454,Va rog domnule sa ii cereți sa vă ia un interviu că este cam singurul jurnalist din tara asta și este neutru fara echivoc . Multumesc,Neutru
1455,"Atunci când ne înconjurăm de    pozitivi și gânduri bune , Viața începe să se schimbe       în direcție pozitivă . O zi frumoasă şi     multe bucurii      Va doresc . 💥 Bună dimineața tuturor ! ☕ ☕ ☕",Bucurie
1456,Mesajul lui   pentru de BMW !,Neutru
1457,", despre Italia și COVID-19 : E foarte grav , un dezastru ! Ce l- a indignat pe Briliant stire   digisport 2review",Furie
1458,ăștia au purtat burți false de însărcinate ca să vadă prin ce trec ele la muncă   politicaexterna,Neutru
1459,n- am prins toata petrecerea si sunt trista acum,Tristete
1460,"  Fără glumă , am fost spre/de la mare săptămâna asta . E cam jale prin Baragan . Zonele irigate sunt relativ puține și ies în evidență . . Restul e de o uscăciune galbenă dezolanta .",Tristete
1461,am apasat eu gresit butoanele ... iarta -ma,Tristete
1462,"  asa i romanul , dar si cand oi da de aia buni , sa vezi ce bucuros o sa fii :))",Bucurie
1463,"Mie mi se pare o minune ca pe Twitter nu sunt asa de multi idioti ca pe FB . Eu nu am alta explicatie decat aceea ca idiotilor le place sa scrie mult , iar Twitter pune piedici la tipul asta de pornire . Alte pareri ?",Furie
1464,Gasiti -va o fata care va intelege asa cum sunteti si voi sa o iubiti pe ea la fel credeti -ma pe mine aceasta este calea spre fericire 🙏 🙏 🙏 🙏 🙏 🙏 🙏,Bucurie
1465,gen e jalnic Romania e o tara frumoasa o parte din o strica,Tristete
1466,chinezi trag un semnal de alarmă ! Pandemia de coronavirus este doar   începutul,Frica
1467,Sună -mă când te simți doborâtă .   Ca să iti reamintesc că o capodoperă . ☺ ️,Tristete
1468,"pregătește unele excepții de la obligativitatea purtării în aer liber . Nu mă iluzionez că a citit postarea mea de ieri ; sînt bucuros să văd că și alții , din afara bulei mele , gîndesc un pic ca mine . cu orice preț vor intra în panică : dacă",Bucurie
1469,"Stăteam așa și mă gândeam : cred că ultima oară când România a fost la Mondiale , în Europa nu existau atâtea țări câte s- au calificat la Europeanul ăsta 🤔",Neutru
1470,"O bunatate , amintire din timpul copilariei !  ",Bucurie
1471,Știu că nu trebuie să judecăm viața lui personală .   și puneți pozitiv în acest circ media .. aduceți alune !,Bucurie
1472,"  rog frumos să mă ajutați să vină VIU acasă Roznov Neamț România adevăratul frate Auratei Nicușor REVOLUȚIONAR nevinovat MALAYSIA dispărut în urmă cu 11ani NEVINOVAT RAPIT , s -a făcut o copie MASCĂ FACIALĂ după el , ESTE chinuit , rog să",Tristete
1473,"  Am înțeles că vom da .. ! ! Asta fac guvernele României , mai ales cele susținute de PPE BRUXELLESS NEOLIBERAL din totdeauna . Din nefericire , din România se scurg bani cu nemiluita și datoria externă este de aproape 100 de miliarde euro",Tristete
1474,"Marțea e promisă -n stropi , dar avem și mândrul soare , fie orele ce vin , productive pe tarlale , să ne fie toată ziua , cu un zâmbet , fie zece , fără stres să treacă toate , cu un ceai și apă rece . 🙃 ☀ ☀ ☀ 🌂 Neața Neațaa Neațaaa . 🍀 . rimazilei inspiratie alergaceala",Bucurie
1475,Vreau o amarata de husa de 20 de lei dar mă costă 15 lei transportul 😭 😭 😭 😭 😭 😭 😶,Tristete
1476,"  Știu , dar mi se pare super funny în contextul ăsta",Bucurie
1477,"  Nu cred ca scrie undeva ca e imterzis sa ma uit . Nu citesc pt nimeni . Doar intreb : chiar nu v ati saturat sa fiti romani . Circ pe paine . Unde sunt doi unul trebuie sa fie sef , ne legam de oricine , sunteti cei mai smecheri dar ne",Tristete
