Index,Content,Emotion
470,"Ciolacu: Mandatul lui Nicuşor Dan, un eşec. Cel mai mare atuu al lui Cîrstoiu: nu este un om politic",Tristete
471,"Firea, Grapini şi Vălean, pe locuri eligibile la europarlamentare din partea PNL-PSD",Bucurie
472,Nicuşor Dan: Primarul care va prelua mandatul în octombrie 2024 nu va găsi nicio datorie curentă,Frica
473,Moşteanu: Europarlamentarul Vlad Gheorghe a fost suspendat din partid pentru neplata cotizaţiei,Bucurie
474,Ciucă: Sunt mândru că partidul are curajul de a lăsa diferenţele deoparte pentru a dezvolta România,Furie
475,Ursula von der Leyen avertizează Occidentul să nu slăbească sprijinul acordat Ucrainei,Neutru
476,Ciolacu: N-am să uit că am fost acuzat că am vândut Ardealul noaptea,Furie
477,"Ciolacu, despre candidatura lui Iohannis la şefia NATO: domnul preşedinte are şanse",Bucurie
478,Concluzia lui Iohannis după întâlnirea cu premierul Finlandei. Ţara nordică are graniţă cu Rusia,Neutru
479,"Bode, despre ideea comasării alegerilor: În partid vom discuta serios despre această propunere",Bucurie
480,"DNA: Primarul din Botoşani, plasat sub control judiciar, după ce ar fi dat unei candidate subiectele",Neutru
481,Liberalii au votat în unanimitate pentru începerea discuţiilor în Coaliţie pentru comasarea alegerilor - surse,Bucurie
482,Ministerul Dezvoltării decontează facturi pentru 608 obiective realizate prin PNDL,Frica
483,Preşedintele Autorităţii Palestiniene cere Hamas să încheie rapid un acord cu Israel,Furie
484,Ciolacu: Europa are nevoie de energia şi ideile pe care le susţine social-democraţia europeană,Tristete
485,Acord politic: Continuă măsurile de reducere voluntară a consumului de gaze naturale în UE încă un an,Neutru
486,Marcel Ciolacu s-a întâlnit cu ambasadorul SUA la Bucureşti,Furie
487,Un judecător din Illinois l-a eliminat pe Donald Trump de pe buletinul de vot din acest stat,Furie
488,"Ciolacu, despre comasarea alegerilor: Nu cred că e o problemă urgentă a românilor",Bucurie
489,Klaus Iohannis: Recunoaştem contribuţia minorităţii maghiare la parcursul nostru democratic,Furie
490,Cât costă o călătorie cu autobuzul în Bucureşti? Sebastian Burduja: „12 lei”. Costul unei călătorii cu autobuzul este de 3 lei,Furie
491,Premierul Tusk despre voluntarul polonez ucis in Gaza: Israelul ar trebui să prezinte scuze şi să plătească despăgubiri,Bucurie
492,Şeful AEP: Lista suplimentară de vot pentru românii din străinătate va fi generată electronic,Neutru
493,"Ionuţ Stroe, despre comasare: În orice fel de scenariu, PNL este pregătit pentru alegeri",Neutru
494,"Ungaria, presată să ratifice candidatura Suediei la NATO, după acordul cu UE privind Ucraina",Frica
495,"Premierul Japoniei şi omologul său ucrainean, întâlnire privind reconstrucţia Ucrainei",Bucurie
496,BEC a admis protocolul pentru constituirea alianţei electorale PSD-PNL,Frica
497,"Alina Gorghiu cere procurorilor să-şi apere reputaţia, indiferent de unde vine atacul",Bucurie
498,Va candida Iohannis pentru o funcţie la nivel european la final de mandat? Răspunsul preşedintelui,Neutru
499,Ministerul Familiei lansează campania „Fără Bariere - Tot adevărul despre droguri”,Frica
500,"Medvedev ameninţă din nou cu un război nuclear. El susţine că vor fi atacate SUA, Germania şi Marea Britanie dacă Rusia este împinsă la graniţele din 1991",Bucurie
501,"A murit Mioara Roman, fosta soţie a lui Petre Roman",Neutru
502,Ramona Chiriac anunţă că nu mai candidează la europarlamentare din motive personale,Neutru
503,"ÎCCJ a admis contestaţia Dreptei Unite. USR, PMP şi Forţa Dreptei vor putea candida împreună",Tristete
504,Alianţa Dreapta Unită şi-a manifestat sprijinul pentru Republica Moldova,Neutru
505,"Klaus Iohannis îl primeşte pe cancelarul austriac, Karl Nehammer, cel care s-a opus aderării României la Spaţiul Schengen",Tristete
506,"AfD, interzis sau combătut? Cum vrea Germania să contracareze extrema dreaptă",Bucurie
507,"Instanţa Supremă din Germania decide să nu mai finanţeze un partid din cauza ideologiei sale / În România, toate partidele politice parlamentare primesc finanţare",Tristete
508,"EUobserver: Politicienii ce se bat pentru funcţiile de conducere ale UE, după alegeri. Klaus Iohannis nu prinde ""primul 11"" şi nici ""lotul extins""",Tristete
509,Ciolacu anunţă că în 2-3 luni semnează cu Pedro Sanchez acordul privind dubla cetăţenie,Tristete
510,"Premierul Franţei, Elisabeth Borne, a demisionat. Macron va numi un nou guvern",Furie
511,Marcel Ciolacu s-a dus să îşi ia viză pentru America. Ce scop are premierul,Neutru
512,Firea: România are primul centru de transplant de tub digestiv,Neutru
513,"COMENTARIU Sorin Avram: Klaus Iohannis, preşedintele tuturor românilor. Numai a celor din familia Sa",Neutru
514,Nicuşor Dan anunţă că evenimentul „Străzi Deschise” revine în Bucureşti şi anul acesta,Furie
515,Ministerul Finanţelor lansează varianta simplificată a aplicaţiei e-Factura,Bucurie
516,"Ciolacu, acuzat de Opoziţie că a crescut numărul de bugetari cu 11.521",Frica
517,"Sondaj: Marine Le Pen, pentru prima dată singură în fruntea barometrului Figaro Magazine",Bucurie
518,"Ionuţ Stroe (PNL): Parcul Tineretului, administrat de Nicuşor Dan, e lăsat în paragină şi arată dezastruos",Frica
519,"Mandatul de arestare preventivă în cazul lui Dumitru Buzatu, prelungit",Frica
520,"Donald Trump consideră că problemele sale cu justiţia americană sunt o ""formă de Navalnîi""",Neutru
521,"Sebastian Burduja: „Nu poţi să fii un partid de blazon şi să nu ai opţiune pentru români, a PNL, la Preşedinţia României. (...) Domnul Ciucă este candidatul la prezidenţiale”",Tristete
522,Discuţii între reprezentanţi ai Guvernului şi membri ai Biroului ONU pentru Droguri şi Criminalitate,Bucurie
523,Europarlamentarul Victor Negrescu solicită mai mult sprijin pentru fermieri din partea UE,Bucurie
524,"Ministrul Agriculturii, întâlnire cu reprezentanţii crescătorilor de oi",Furie
525,Ciucă a convocat Senatul în sesiune extraordinară pentru aprobarea ordonanţelor adoptate de Guvern,Furie
526,"Adrian Sârbu: Românii nu vor să fie preşedinţi pentru că în politică s-au înscăunat incompetenţa şi impostura, omul nepotrivit la locul potrivit",Furie
527,"Fostul ministru al Culturii, Daniel Barbu, a murit",Furie
528,"Ajutor de stat aprobat de Comisia Europeană pentru a sprijini porturile din România, în contextul războiului din Ucraina",Frica
529,"Falimentul Radet, explicat printr-un grafic cu sumele alocate subvenţiei la termie",Neutru
530,Cătălin Cîrstoiu este candidatul coaliţiei PSD-PNL pentru Bucureşti. Gabriela Firea şi Sebastian Burduja vor conduce campania electorală a medicului/ Cătălin Cîrstoiu: Bucureştiul suferă de cancer. Îl putem face sănătos,Tristete
531,Noul ministru francez de externe merge în Ucraina,Furie
532,"George Simion, despre comasarea alegerilor: Depunem solicitări la Procuratura Generală",Frica
533,"Dan, replică pentru Cîrstoiu: Concursul de metafore, mai târziu. Întâi să vedem proiectele",Tristete
534,Legea „2 Mai” a fost promulgată de preşedintele Klaus Iohannis,Frica
535,"SUA, Marea Britanie şi Australia analizează extinderea alianţei Aukus pentru a descuraja China în regiunea Indo-Pacific",Frica
536,"Preşedintele Senatului României, mesaj după anunţul privind decesul lui Navalnîi: o pierdere tragică",Neutru
537,"Ion Cristoiu, despre scandalul verdictului Roşia Montană: O campanie dusă de maşinăria PSD împotriva unor duşmani tradiţionali ai partidului",Tristete
538,"Disensiuni între Franţa şi Germania. Macron cere statelor europene să nu fie ""laşe"" în conflictul împotriva Rusiei / Ministrul german al Apărării i-a răspuns imediat",Tristete
539,"Comisarul UE pentru Agricultură propune o schimbare de politică, pe fondul protestelor fermierilor",Tristete
540,"Acuzaţii de ""activităţi teroriste"" între Rusia şi Ucraina în timpul alegerilor prezidenţiale ruseşti",Tristete
541,"Kelemen Hunor:Tangoul politic din jurul aderării la Schengen nu poate fi nici asumat, nici continuat",Tristete
542,Şefa Guvernului din Islanda a demisionat. Katrin Jakobsdottir are vis de mărire,Furie
543,"Gorghiu, despre legea pentru înfiinţarea Registrului traficanţilor de droguri: Era necesară",Frica
544,"Ciolacu, despre femeia care va deschide lista la europarlamentare: Să nu fi fost membră de partid",Neutru
545,Borrell: Evoluţia războiului din Ucraina va fi decisă în această primăvară şi vară,Frica
546,Ciolacu promite că Guvernul aprobă joi în şedinţă măsuri convenite cu transportatorii şi fermierii,Frica
547,Ministrul Agriculturii aşteaptă lista de revendicări de la fermierii protestatari până vineri,Neutru
548,"Budăi: Mă bucur că liberalii au ieşit din logica anului 2010, când vedeau doar tăieri de pensii",Neutru
549,Duelul de la graniţă: Biden şi Trump se confruntă la frontiera SUA-Mexic,Bucurie
550,"Se rupe coaliţia? Răspunsul purtătorul de cuvânt al PNL, Ionuţ Stroe",Neutru
551,Olanda îi cere Iranului să nu atace Israelul,Furie
552,Trump îşi întreabă urmăritorii într-o postare dacă seamănă cu Elvis,Bucurie
553,"Ciolacu, despre comasarea alegerilor. Mai stăm de vorbă vineri pe acest subiect",Bucurie
554,Ion Cristoiu: Candidatura lui Piedone la Primăria Capitalei e justificarea scoaterii din joc a Gabrielei Firea. Cătălin Cârstoiu e candidatul coaliţiei de acum o lună şi are avantaje uriaşe,Bucurie
555,"Surse/Ciucă, despre proteste: În Coaliţie s-a încercat să se arate aşa-zisa neimplicare a noastră",Furie
556,Comisia Europeană invită fermierii la un sondaj pentru a înţelege motivele lor de îngrijorare,Frica
557,"Rareş Bogdan: Nu s-a pus problema retragerii medicului Cîrstoiu. Dacă suntem serioşi, îl susţinem",Neutru
558,"Ciolacu: România, ca stat aflat în proximitate, resimte din plin şocul conflictului din Ucraina",Frica
559,"Ministrul chinez de Externe: cooperarea China-SUA „nu mai este opţională, ci imperativă”",Frica
560,"Managerul Spitalului Universitar, Cătălin Cârstoiu, principala opţiune de candidat PSD-PNL - surse",Tristete
561,Ciolacu: Marea Neagră este centrul de gravitaţie al agresiunii Rusiei împotriva Ucrainei,Bucurie
562,Eşec electoral pentru Meloni. O rivală ar fi câştigat alegerile din Sardinia,Bucurie
563,"Adrian Sârbu: Niciun ales sau numit pe funcţie publică în România nu dă un raport anual asupra executării mandatului. Parlamentul nu controlează Executivul şi serviciile, el se subordonează lor. Votul electronic şi uninominal este o premisă pentru exercitarea controlului fiecărui cetăţean asupra puterii politice",Frica
564,PNL a aprobat alianţa electorală PNL-PSD pentru alegerile europarlamentare,Bucurie
565,Doi miniştri ai Guvernului Ciolacu au fost chemaţi în faţa Parlamentului de senatorii opoziţiei,Frica
566,Antony Blinken va face încă o călătorie în Orientul Mijlociu,Furie
567,"Dan Mihalache: „Dacă au minte în cap, da. Îşi pun candidat comun şi la Primăria Generală şi la Preşedinţie”",Tristete
568,USR avertizează asupra renunţării la confiscarea vehiculelor care transportă ilegal lemne,Furie
569,Odobescu: România va fi în continuare alături de Republica Moldova pentru integrarea în UE,Frica
570,"Ambasadorul Rusiei la Bucureşti, convocat la MAE",Frica
571,"Grindeanu, despre podul de la Brăila: Nu facem recepţia până nu sunt înlăturate neconformităţile",Bucurie
572,Liderii ţărilor din Balcanii de Vest s-au întâlnit la Skopje pentru a vorbi despre integrarea în UE,Tristete
573,Reacţii MAE şi MApN: Suntem profund îngrijoraţi de situaţia de securitate din Orientul Mijlociu,Furie
574,Propunere de prelungire a acordurilor cu Ucraina şi Moldova privind transportul rutier,Frica
575,Consultări între premierul Marcel Ciolacu şi primarii municipiilor din România,Tristete
576,Premierul israelian ar putea fi invitat să se adreseze Parlamentului SUA,Furie
577,"Ciucă, la Iaşi: O structură dezbinată nu va putea niciodată să obţină rezultate mari",Tristete
578,Grindeanu: La 1 februarie începe proiectarea Secţiunii 3 a Autostrăzii A8 Leghin-Târgu Neamţ,Frica
579,"Consilier PNL, acuzat că a jignit-o şi a ameninţat-o pe Teodora Desagă, consilier PMP",Bucurie
580,"Primarul general, Nicuşor Dan, i-a retras atribuţiile viceprimarului Stelian Bujduveanu (PNL) - surse",Furie
581,SUA şi Japonia îndeamnă să nu se amplaseze arme nucleare în spaţiu. Vizată e Rusia,Frica
582,Ron DeSantis se retrage din cursa pentru Casa Albă şi îl susţine pe Donald Trump,Tristete
583,Şedinţă CSAT azi: Evoluţia securităţii la Marea Neagră în contextul războiului din Ucraina,Bucurie
584,"Sesizare la ANI împotriva şefului DNA, Marius Voineag",Bucurie
585,"Senatoarea Diana Şoşoacă, pedepsită dublu: a fost amendată şi pentru scandalul pe care l-a făcut cu poliţiştii",Tristete
586,"Trump şi admiraţia lui pentru Hitler, dezvăluită într-o carte: are o slăbiciune pentru dictatori",Neutru
587,Grindeanu: Până la sfârşitul anului am putea circula pe autostradă de la Focşani la Buzău,Tristete
588,"Ce se întâmplă cu cele 2,7 miliarde din PNRR? Adrian Câciu dă asigurări: Cererea de plată 3 nu este blocată",Bucurie
589,"Specialişti din diverse domenii critică ""legea păcănelelor"" pentru potenţialele sale consecinţe negative",Frica
590,"FDGR îi retrage sprijinul politic viceprimarului Sibiului, după înscrierea în PSD",Tristete
591,Secretar de stat la Transporturi: Zeci de noi noduri rutiere vor fi construite pe autostrăzi,Neutru
592,"Lege nouă în Rusia: Critici armata rusă, Putin îţi confiscă bunurile",Frica
593,Greblă anunţă începerea pregătirilor pentru alegeri: trebuie să fie organizate impecabil din punct de vedere tehnic,Bucurie
594,"Mihai Tudose, ironii la adresa lui Rareş Bogdan: Oja galbenă peste unghiile negre",Bucurie
595,"Fuziunea dintre Elcen şi Termoenergetica, aprobată prin memorandum de Guvern",Bucurie
596,Mureşan (PNL): George Simion s-a întâlnit cu Liviu Dragnea al Poloniei,Furie
597,"Adrian Sârbu: Ghinion! Puterea nu e a cetăţenilor, ci a preşedintelui şi serviciilor secrete care s-au infiltrat în toată societatea",Furie
598,România este pe lista ţărilor ce au cheltuit bani la hotelurile VIP ale lui Trump. Datele se suprapun cu vizita lui Iohannis în SUA,Bucurie
599,A ieşit fum negru. Liderii coaliţiei nu s-au înţeles în privinţa comasării alegerilor,Tristete
600,"Regele, văzut la serviciu pentru prima dată de la diagnosticul de cancer",Tristete
601,"Guran (PNL): Pentru liniştea din coaliţie, PSD trebuie să vină acum cu măsuri urgente",Frica
602,Tamás Sulyok a fost desemnat noul preşedinte al Ungariei / Iohannis îi transmite felicitări,Neutru
603,"Nicuşor Dan, despre consolidarea clăridilor cu risc seismic: Suntem departe",Furie
604,Iohannis despre candidatul la Primăria Capitalei: Coaliţia a făcut paşi buni. A găsit un candidat bun,Neutru
605,Pistol: Mi-aş dori ca la finalul anului să putem circula pe A7 de la Ploieşti la Pietroasele,Neutru
606,Horaţiu Suciu a demisionat din PNL şi anunţă că va candida independent la Primăria Tg. Mureş,Furie
607,Conservatorii au câştigat alegerile în Portugalia. Extrema dreaptă a avut cea mai mare creştere,Furie
608,"Rafila, despre situaţia de la spitalul Sf. Pantelimon: Astfel de sesizări nu putem decât să le investigăm",Furie
609,Un fost deputat PNL a fost numit ambasador al României în Japonia,Frica
610,PSD cere explicaţii Poştei Române şi Casei de Pensii cu privire la distribuirea de materiale de propagandă pentru PNL,Furie
611,"Dispute între liderii PNL și PSD în Timiș, Brașov, Bacău și două sectoare din București. Alin Nica: ”Ar fi o blasfemie”",Neutru
612,Ciolacu și Ciucă au bătut palma în privința comasării alegerilor. Strategia PSD-PNL pentru europarlamentare,Neutru
613,"Iranul execută un presupus agent al Mossad, despre care susţine că ar avea legătură cu atacul de la o fabrică de muniţii",Tristete
614,"Cele 10 măsuri ale lui Klaus Iohannis, dacă ajunge șef al alianței militare: ”Trebuie să facem NATO mai puternică”",Frica
615,"Ministrul Finanţelor: Cota unică, cea mai bună alegere pentru România. Nu există niciun motiv pentru impozitare progresivă",Frica
616,Senatul s-a reunit în sesiune extraordinară pentru fermieri și transportatori. Ce modificări ar putea fi aduse,Tristete
617,"Sondaj INSCOP: 49,4% dintre români cred că alegerile din 2024 ar trebui organizate separat",Bucurie
618,"Piedone, despre angajarea la primărie a nepoţilor săi: Cu cine aţi vrea să lucrez, cu toţi trădătorii?",Bucurie
619,"Cioloș susține că Marcel Ciolacu poate ajunge președinte al Consiliului European, ”dacă învaţă repede engleză, până în vară”",Frica
620,"„Războiul” sondajelor între Nicușor Dan și Piedone. Diferențele dintre rezultate, de câteva ori peste marjele de eroare",Tristete
621,Alegeri europarlamentare 2024. Lista UDMR este deschisă de eurodeputaţii Winkler Iuliu şi Vincze Lorant,Tristete
622,"Nicolae Ciucă: În momentul în care Republica Moldova va deveni membru cu drepturi depline al UE, atunci vom fi uniţi în UE",Tristete
623,Președintele Klaus Iohannis susține ideea PSD-PNL: „Ar fi o soluție că anumite alegeri să fie comasate”,Tristete
624,"VIDEO și FOTO. Cum s-a îmbrăcat Carmen Iohannis la slujba de Înviere din Sibiu, de Paștele catolic",Tristete
625,Marcel Ciolacu își schimbă buletinul după atacul cibernetic asupra site-ului Camerei Deputaților,Bucurie
626,Plângere penală pe numele lui Popescu Piedone. Primarul-candidat este acuzat că a comis ”o infracţiune de delapidare”,Furie
627,Decizie în dosarul în care Ciolacu se judeca cu statul al cărui premier este. Voia neapărat să fie numit revoluționar,Furie
628,"Liderul AUR, trimis la plimbare de fermierii blocaţi în Chiajna. „Lasă-ne protestul, Simion! Aţi venit să vă faceţi numărul”",Bucurie
629,Piedone anunță că va candida și la europarlamentare: Nu pui vagonul-restaurant în faţa locomotivei,Bucurie
630,"Marcel Ciolacu, către românii din Italia: ”Îmi cer scuze pentru că ați fost nevoiți să plecați”. ”Suntem o țară superbă”",Tristete
631,Ce cadouri a primit președintele Klaus Iohannis în turneele sale recente. Obiectele sunt evaluate la 7.600 de euro,Tristete
632,"Iohannis, despre candidatura la şefia NATO: „Nu intenționez să mă retrag. Consider că şansele mele sunt rezonabile”",Tristete
633,Alegeri europarlamentare și locale 2024. De ce nu vor partidele din opoziție comasarea alegerilor,Neutru
634,"Proiect: ”TikTok, un spațiu al teribilismului”. ”Suntem într-un război cibernetic”: Cum ar trebui să intre tinerii pe rețea",Furie
635,Sondaj INSCOP: Peste 50% dintre români spun că votează la toate tipurile de alegeri cu acelaşi partid,Furie
636,"Cel puțin 16 persoane au fost ucise în loviturile americane, spune Irakul. Securitatea în regiune este în pericol",Bucurie
637,"Nicuşor Dan, despre declaraţia premierului Ciolacu referitoare la faptul că nu l-a căutat niciodată: ”Este ireal”",Tristete
638,Propunere PNL: Pragul de impozitare al pensiilor ar putea crește la 3.000 lei. Câți bani ar putea primi în plus pensionarii,Furie
639,"Gabriela Firea spune că apartamentele în Bucureşti s-au scumpit cu minimum 30%, dar nu aduce dovezi în acest sens",Tristete
640,"Ministrul Florin Barbu, declarație controversată. Cum s-a sucit în privința demisiei comisarului european al Agriculturii",Tristete
641,"Ministrul Agriculturii, Florin Barbu: ”Eu nu cred că fermierii români vopsesc puii. Să fie foarte clar”",Neutru
642,Proxenet torturat și ars de viu de către iubitul prostituatei de 20 de ani pe care o exploata,Furie
643,A fost definitivată componența BEC pentru alegerile europarlamentare și locale. PMP și Forța Dreptei nu au reprezentanți,Frica
644,"Klaus Iohannis o va primi, marţi, pe Maia Sandu la Palatul Cotroceni",Neutru
645,Intrăm în Schengen terestru înainte de autostrada care să ne lege de Vest? Interviu cu comisarul Adina Vălean,Neutru
646,"Mesajul ironic al lui Victor Ponta, după ce România a câştigat procesul privind Roşia Montană: „Așa dă bine la foci”",Tristete
647,"George Simion, acuzații la adresa Rusiei: „Doar asta a făcut, mai ales în ultimii 30 de ani”",Furie
648,"Purtătorul de cuvânt al USR, despre o posibilă candidatură independentă a Elenei Lasconi: Totul e posibil. USR o s-o susțină",Bucurie
649,Liderii PPE încearcă să adopte la București un document esențial pentru România. Negocierea finală va avea loc joi,Bucurie
650,"Nicușor Dan, elogii aduse Dreptei: dezvoltare sustenabilă. Stânga - „jaf, coabitare cu mafia imobiliară”",Tristete
651,"Ce țări îl sprijină pe Klaus Iohannis, până acum, în cursa pentru șefia NATO. Situația din Ucraina este foarte importantă",Frica
652,"”România-NATO, 20 de ani”. Klaus Iohannis: Trebuie să intensificăm eforturile pentru a consolida rezerva de personal militar",Neutru
653,"Un nou scandal între Clotilde Armand și PSD-PNL. Edilul anunță că primăria se închide: ”Au luat banii, i-au dat la Catedrală”",Furie
654,Preşedintele Consiliului Naţional Secuiesc: Proiectul de statut al autonomiei Ţinutului Secuiesc trebuie înaintat din nou,Furie
655,PNL și PSD pun la cale o alianță electorală „care va da stabilitate României”. Ciolacu: „Așa e cel mai bine”,Furie
656,Comisia Europeană: Guvernul din România va rata și anul acesta ținta de deficit. Ciolacu: „Nu e o catastrofă”,Neutru
657,VIDEO. Premierul Ion Marcel Ciolacu a mers pentru a doua oară la muntele Athos. A fost însoțit de Marian Neacșu,Bucurie
658,Politicienii europeni promit să nu se folosească de inteligența artificială pentru dezinformare,Tristete
659,Piedone vede conspirații după ce ANI a descoperit că și-a angajat ginerele în Primăria Sectorului 5. ”Este extrem de suspect”,Bucurie
660,Klaus Iohannis a transmis ministrului Justiției cererile de urmărire penală față de Petre Roman și Gelu-Voican Voiculescu,Tristete
661,Parchetul de pe lângă Judecătoria Slobozia confirmă că a fost deschis un dosar penal pe numele lui George Simion,Furie
662,Premierul din Chișinău confirmă interdicția lui George Simion: ”Face parte din efortul de destabilizare în Republica Moldova”,Furie
663,"Drulă, după respingerea alianței Dreapta Unită: Cine eşti tu, Ciolacu, să ne opreşti? I s-a umflat capul de la putere",Tristete
664,"Replica ironică a lui Ciolacu, după ce Geoană a susținut că i-a propus să fie candidat susținut de PSD la prezidențiale",Tristete
665,"Traian Băsescu, noi dezvăluiri despre tezaurul aflat la ruși: ”Valoarea e mult mai mare”. Ce i-a spus Putin la Moscova",Furie
666,"Agenția de Integritate îl contrazice pe Piedone, în privința angajării nepoților: ”Noi nu dăm derogări”",Furie
667,"Anul viitor, Guvernul se mută în ”Casa Poporului”. Ce se întâmplă cu Palatul Victoriei",Bucurie
668,"Ciolacu, după întâlnirea cu Scholz: România mizează în continuare pe susţinerea Germaniei pentru aderarea totală la Schengen",Furie
669,"Mihai Tudose, întrebat cum este să fie pe acelaşi afiş cu Rareş Bogdan, despre care spunea că poartă chiloţii peste pantaloni",Furie
670,„Ziua plafonărilor”. Guvernul a aprobat prelungirea cu trei luni a plafonării tarifelor RCA,Neutru
671,Politicienii ar trebui să pregătească cetățenii României pentru economia de război - Interviu,Neutru
672,"Ciolacu respinge demagogia și populismul, dar după alegeri. A făcut promisiuni investitorilor străini",Neutru
673,"Senatorii au venit la muncă din vacanță, ca să adopte ordonanțele pentru transportatori și agricultori. Ce modificări se fac",Bucurie
674,"Cioloș, replică pentru Ciolacu, despre dosarul Roșia Montană: „Dacă ar exista un festival al minciunilor, PSD l-ar câștiga”",Tristete
675,Nicuşor Dan: Cel mai rău pentru un primar general e un primar de sector plângăcios,Bucurie
676,"Klaus Iohannis, în plenul PE: „Ţara mea este probabil unul dintre cele mai bune exemple ale puterii transformatoare a UE”",Furie
677,"Declarația de avere a lui Cătălin Cîrstoiu, candidatul PSD-PNL la Primăria Capitalei - 25 de conturi bancare și un Cadillac",Neutru
678,"Trei politicieni români, comparați de Ciolacu cu „Mirel din Turnu Măgurele”: „Cam ăsta e stilul”",Furie
679,Firea susține că are sprijinul femeilor din organizația PSD București pentru candidatura la Primăria Capitalei și atacă PNL,Frica
680,Marcel Ciolacu: Klaus Iohannis va primi mandatul meu de prim-minstru dacă partenerii de coaliție se retrag de la guvernare,Furie
681,"Cristian Tudor Popescu, despre președintele PNL Nicolae Ciucă: ”E mai degrabă analfabet”",Tristete
682,"Coaliția vrea un candidat unic pentru Primăria Capitalei. Pe margine se „încălzesc” Firea, Burduja și medicul Cîrstoiu",Neutru
683,"Conflicte la primării în apropierea campaniei. La Capitală bugetul e tot blocat, la Sectorul 1 nu mai au femei de serviciu",Neutru
684,România are un susținător de seamă în drumul către Schengen. Statul care încearcă să convingă Austria să permită aderarea,Neutru
685,"Cătălin Predoiu, despre aderarea României la spaţiul Schengen maritim şi terestru: „Procesul este ireversibil”",Furie
686,Cum și-a făcut Viktor Orban selfie cu Marcel Ciolacu GALERIE FOTO,Frica
687,"Nicuşor Dan, despre protestul fermierilor: „Este un drept al lor”",Tristete
688,"Comisia Europeană şi Comisia de la Veneţia, sesizate cu privire la comasarea alegerilor europarlamentare şi locale",Bucurie
689,UE apelează la o vedetă pop pentru a mobiliza tinerii să iasă la vot,Frica
690,Klaus Iohannis o susține pe Ursula von der Leyen în cursa pentru un nou mandat în fruntea Comisiei Europene,Neutru
691,Bogdan Aurescu a devenit judecător al Curții Internaționale de Justiție de la Haga. Primul dosar care îi va cădea pe mâini,Bucurie
692,"Klaus Iohannis va ține un discurs în Parlamentul European, primul după 6 ani. Președintele român, scenariu pentru șefia CE",Neutru
693,SURSE: PNL a votat cu o majoritate largă comasarea alegerilor şi listele comune cu PSD la europarlamentare,Frica
694,"Ministerul Agriculturii: Protestele au început de la RCA, dar tariful la utilajele agricole este la fel ca anul trecut",Frica
695,"Șansele președintelui Iohannis să ajungă secretar general NATO, văzute de un senator „pe-se-de”, fost ministru al apărării",Furie
696,"Calendarul posibil al alegerilor din 2024. Președintele, primarii și parlamentarii termină mandatul în același an",Furie
697,"Marcel Ciolacu, promisiune pentru social-democrați: ""Dacă PSD nu câștigă toate rândurile de alegeri, plec acasă""",Furie
698,"Alegeri locale 2024. Partidul AUR a validat mai multe candidaturi. Actorul Mugur Mihăescu este, oficial, candidat",Frica
699,"Cancelarul Austriei, Karl Nehammer, vine la București, la congresul PPE. Surse: Se întâlnește cu Klaus Iohannis la Cotroceni",Furie
700,Gafă la Guvern: Vom fi gazdele unei delegații din care face parte și guvernatorul Băncii Naționale din Coreea de Nord | VIDEO,Frica
701,Surse. Numele vehiculate de liderii PSD și PNL pentru europarlamentare. Cine ar putea fi ”independentul” din lista comună,Tristete
702,"Dan Ilie Morega s-a ales cu un nou dosar penal. A agresat o jurnalistă, a jignit un cameraman și a amenințat jurnaliști",Furie
703,"Şeful APIA, Ionuţ Lupu, a fost demis. A refuzat plata subvenţiei pentru firmele apropiate familiei lui Paul Stănescu",Neutru
704,Președintele Klaus Iohannis se întâlnește la Cotroceni cu premierul Viktor Orban și alți lideri europeni. Ce se va discuta,Tristete
705,Alegeri europarlamentare 2024. Când începe campania electorală și ce obligații au televiziunile și radiourile,Bucurie
706,USR susține că PSD şi PNL se pregătesc să renunţe la măsura confiscării vehiculelor care transportă ilegal lemne,Furie
707,Numele candidaților la Primăria Capitalei care au dat peste cap planul Coaliției. Cu cine nu au fost de acord PSD și PNL,Frica
708,România trimite soldați să lupte cu rebelii Houthi. Klaus Iohannis cere aprobare în acest sens de la Parlament,Frica
709,Marcel Ciolacu: Nu am avut nicio informaţie oficială cu privire la rezultatul procesului Roşia Montană,Bucurie
710,"VIDEO. Piedone, la Măruță, în 2023: ”Și beat și treaz, nu candidez la Primăria Capitalei. Punct. Așa să-mi ajute Dumnezeu”",Neutru
711,Fără „Taxa pe boală”. PNL și USR vor să elimine din legea dată de PNL și PSD impozitarea concediilor medicale cu 10%,Furie
712,Klaus Iohannis: Incertitudinea cu privire la sfârșitul războiului din Ucraina persistă. Europa trebuie să rămână unită,Furie
713,"Băsescu susține reintroducerea stagiului militar obligatoriu: Până se mobilizează NATO, trebuie să ai o armată ca să rezişti",Frica
714,"Candidaturi comune PSD-PNL la Primăria Generală, primăriile de sectoare, dar şi CGMB şi consiliile locale de sectoare",Frica
715,"Plângere penală împotriva judecătoarei CCR Mihaela Ciochină, pentru că ar fi negociat la Cotroceni comasarea alegerilor",Frica
716,Băsescu: „Rutte dispreţuieşte România. Iohannis are obligaţia să se bată ca acest individ să nu devină secretar general NATO”,Neutru
717,Guvernul vrea să își facă departament de pompe funebre pentru funeraliile de stat,Tristete
718,Hackerii care au spart baza de date a Camerei Deputaților cer o răscumpărare de 40.000 de euro: Avem 250.000 MB de documente,Tristete
719,Bogdan Aurescu a fost eliberat din funcţia de consilier al președintelui Klaus Iohannis,Tristete
